movie_id,movie_name,date,url,class
72,"Mask, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0110475/?ref_=fn_al_tt_1,Comedy|Crime|Fantasy
73,Maverick (1994),1-Jan-94,https://www.imdb.com//title/tt0110478/?ref_=fn_al_tt_1,Action|Comedy
74,Faster Pussycat! Kill! Kill! (1965),1-Jan-65,https://www.imdb.com//title/tt0059170/?ref_=fn_al_tt_1,Action|Comedy|Drama
75,Brother Minister: The Assassination of Malcolm X (1994),1-Jan-94,https://www.imdb.com//title/tt0109339/?ref_=fn_al_tt_1,Documentary
76,Carlito's Way (1993),1-Jan-93,https://www.imdb.com//title/tt0106519/?ref_=fn_al_tt_1,Crime|Drama
77,"Firm, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0106918/?ref_=fn_al_tt_1,Drama|Thriller
78,Free Willy (1993),1-Jan-93,https://www.imdb.com//title/tt0106965/?ref_=fn_al_tt_1,Adventure|Children's|Drama
79,"Fugitive, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0106977/?ref_=fn_al_tt_1,Action|Thriller
80,Hot Shots! Part Deux (1993),1-Jan-93,https://www.imdb.com//title/tt0107144/?ref_=fn_al_tt_1,Action|Comedy|War
81,"Hudsucker Proxy, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0110074/?ref_=fn_al_tt_1,Comedy|Romance
82,Jurassic Park (1993),1-Jan-93,https://www.imdb.com//title/tt0107290/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi
83,Much Ado About Nothing (1993),1-Jan-93,https://www.imdb.com//title/tt0107616/?ref_=fn_al_tt_1,Comedy|Romance
84,Robert A. Heinlein's The Puppet Masters (1994),1-Jan-94,https://www.imdb.com//title/tt0111003/?ref_=fn_al_tt_1,Horror|Sci-Fi
85,"Ref, The (1994)",1-Jan-94,https://www.imdb.com//title/tt0110955/?ref_=fn_al_tt_1,Comedy
86,"Remains of the Day, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0107943/?ref_=fn_al_tt_1,Drama
87,Searching for Bobby Fischer (1993),1-Jan-93,https://www.imdb.com//title/tt0108065/?ref_=fn_al_tt_1,Drama
88,Sleepless in Seattle (1993),1-Jan-93,https://www.imdb.com//title/tt0108160/?ref_=fn_al_tt_1,Comedy|Romance
89,Blade Runner (1982),1-Jan-82,https://www.imdb.com//title/tt0083658/?ref_=fn_al_tt_1,Film-Noir|Sci-Fi
90,So I Married an Axe Murderer (1993),1-Jan-93,https://www.imdb.com//title/tt0108174/?ref_=fn_al_tt_1,Comedy|Romance|Thriller
91,"Nightmare Before Christmas, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0107688/?ref_=fn_al_tt_1,Children's|Comedy|Musical
92,True Romance (1993),1-Jan-93,https://www.imdb.com//title/tt0108399/?ref_=fn_al_tt_1,Action|Crime|Romance
93,Welcome to the Dollhouse (1995),24-May-96,https://www.imdb.com//title/tt0114906/?ref_=fn_al_tt_1,Comedy|Drama
94,Home Alone (1990),1-Jan-90,https://www.imdb.com//title/tt0099785/?ref_=fn_al_tt_1,Children's|Comedy
95,Aladdin (1992),1-Jan-92,https://www.imdb.com//title/tt0103639/?ref_=fn_al_tt_1,Animation|Children's|Comedy|Musical
96,Terminator 2: Judgment Day (1991),1-Jan-91,https://www.imdb.com//title/tt0103064/?ref_=fn_al_tt_1,Action|Sci-Fi|Thriller
97,Dances with Wolves (1990),1-Jan-90,https://www.imdb.com//title/tt0099348/?ref_=fn_al_tt_1,Adventure|Drama
98,"Silence of the Lambs, The (1991)",1-Jan-91,https://www.imdb.com//title/tt0102926/?ref_=fn_al_tt_1,Drama|Thriller
99,Snow White and the Seven Dwarfs (1937),1-Jan-37,https://www.imdb.com//title/tt0029583/?ref_=fn_al_tt_1,Animation|Children's|Musical
100,Fargo (1996),14-Feb-97,https://www.imdb.com//title/tt0116282/?ref_=fn_al_tt_1,Crime|Drama|Thriller
101,Heavy Metal (1981),8-Mar-81,https://www.imdb.com//title/tt0082509/?ref_=fn_al_tt_1,Action|Adventure|Animation|Horror|Sci-Fi
102,"Aristocats, The (1970)",1-Jan-70,https://www.imdb.com//title/tt0065421/?ref_=fn_al_tt_1,Animation|Children's
103,All Dogs Go to Heaven 2 (1996),29-Mar-96,https://www.imdb.com//title/tt0115509/?ref_=fn_al_tt_1,Animation|Children's|Musical
104,Theodore Rex (1995),29-Mar-96,https://www.imdb.com//title/tt0114658/?ref_=fn_al_tt_1,Comedy
105,Sgt. Bilko (1996),29-Mar-96,https://www.imdb.com//title/tt0117608/?ref_=fn_al_tt_1,Comedy
106,Diabolique (1996),1-Jan-96,https://www.imdb.com//title/tt0116095/?ref_=fn_al_tt_1,Drama|Thriller
107,Moll Flanders (1996),14-Jun-96,https://www.imdb.com//title/tt0117071/?ref_=fn_al_tt_1,Drama
108,Kids in the Hall: Brain Candy (1996),12-Apr-96,https://www.imdb.com//title/tt0116768/?ref_=fn_al_tt_1,Comedy
109,Mystery Science Theater 3000: The Movie (1996),19-Apr-96,https://www.imdb.com//title/tt0117128/?ref_=fn_al_tt_1,Comedy|Sci-Fi
110,Operation Dumbo Drop (1995),1-Jan-95,https://www.imdb.com//title/tt0114048/?ref_=fn_al_tt_1,Action|Adventure|Comedy|War
111,"Truth About Cats & Dogs, The (1996)",26-Apr-96,https://www.imdb.com//title/tt0117979/?ref_=fn_al_tt_1,Comedy|Romance
112,Flipper (1996),10-May-96,https://www.imdb.com//title/tt0116322/?ref_=fn_al_tt_1,Adventure|Children's
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",19-Apr-96,https://www.imdb.com//title/tt0113362/?ref_=fn_al_tt_1,Drama
114,Wallace & Gromit: The Best of Aardman Animation (1996),5-Apr-96,https://www.imdb.com//name/nm0001728/?ref_=fn_al_nm_1,Animation
115,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-96,https://www.imdb.com//title/tt0113270/?ref_=fn_al_tt_1,Documentary
116,Cold Comfort Farm (1995),23-Apr-96,https://www.imdb.com//title/tt0112701/?ref_=fn_al_tt_1,Comedy
117,"Rock, The (1996)",7-Jun-96,https://www.imdb.com//title/tt0117500/?ref_=fn_al_tt_1,Action|Adventure|Thriller
118,Twister (1996),10-May-96,https://www.imdb.com//title/tt0117998/?ref_=fn_al_tt_1,Action|Adventure|Thriller
119,Maya Lin: A Strong Clear Vision (1994),1-Jan-94,https://www.imdb.com//title/tt0110480/?ref_=fn_al_tt_1,Documentary
120,Striptease (1996),28-Jun-96,https://www.imdb.com//title/tt0117765/?ref_=fn_al_tt_1,Comedy|Crime
121,Independence Day (ID4) (1996),3-Jul-96,https://www.imdb.com//title/tt23684408/?ref_=fn_al_tt_1,Action|Sci-Fi|War
122,"Cable Guy, The (1996)",14-Jun-96,https://www.imdb.com//title/tt0115798/?ref_=fn_al_tt_1,Comedy
123,"Frighteners, The (1996)",19-Jul-96,https://www.imdb.com//title/tt0116365/?ref_=fn_al_tt_1,Comedy|Horror
124,Lone Star (1996),21-Jun-96,https://www.imdb.com//title/tt0116905/?ref_=fn_al_tt_1,Drama|Mystery
125,Phenomenon (1996),29-Jun-96,https://www.imdb.com//title/tt0117333/?ref_=fn_al_tt_1,Drama|Romance
126,"Spitfire Grill, The (1996)",6-Sep-96,https://www.imdb.com//title/tt0117718/?ref_=fn_al_tt_1,Drama
127,"Godfather, The (1972)",1-Jan-72,https://www.imdb.com//title/tt0068646/?ref_=fn_al_tt_1,Action|Crime|Drama
128,Supercop (1992),26-Jul-96,https://www.imdb.com//title/tt0104558/?ref_=fn_al_tt_1,Action|Thriller
129,Bound (1996),4-Oct-96,https://www.imdb.com//title/tt0115736/?ref_=fn_al_tt_1,Crime|Drama|Romance|Thriller
130,Kansas City (1996),16-Aug-96,https://www.imdb.com//title/tt0116745/?ref_=fn_al_tt_1,Crime
131,Breakfast at Tiffany's (1961),1-Jan-61,https://www.imdb.com//title/tt0054698/?ref_=fn_al_tt_1,Drama|Romance
132,"Wizard of Oz, The (1939)",1-Jan-39,https://www.imdb.com//title/tt0032138/?ref_=fn_al_tt_1,Adventure|Children's|Drama|Musical
133,Gone with the Wind (1939),1-Jan-39,https://www.imdb.com//title/tt0031381/?ref_=fn_al_tt_1,Drama|Romance|War
134,Citizen Kane (1941),1-Jan-41,https://www.imdb.com//title/tt0033467/?ref_=fn_al_tt_1,Drama
135,2001: A Space Odyssey (1968),1-Jan-68,https://www.imdb.com//title/tt0062622/?ref_=fn_al_tt_1,Drama|Mystery|Sci-Fi|Thriller
136,Mr. Smith Goes to Washington (1939),1-Jan-39,https://www.imdb.com//title/tt0031679/?ref_=fn_al_tt_1,Drama
137,Big Night (1996),20-Sep-96,https://www.imdb.com//title/tt0115678/?ref_=fn_al_tt_1,Drama
138,D3: The Mighty Ducks (1996),4-Oct-96,https://www.imdb.com//title/tt0116000/?ref_=fn_al_tt_1,Children's|Comedy
139,"Love Bug, The (1969)",1-Jan-69,https://www.imdb.com//title/tt0064603/?ref_=fn_al_tt_1,Children's|Comedy
140,Homeward Bound: The Incredible Journey (1993),1-Jan-93,https://www.imdb.com//title/tt0107131/?ref_=fn_al_tt_1,Adventure|Children's
141,"20,000 Leagues Under the Sea (1954)",1-Jan-54,https://www.imdb.com//title/tt0046672/?ref_=fn_al_tt_1,Adventure|Children's|Fantasy|Sci-Fi
142,Bedknobs and Broomsticks (1971),1-Jan-71,https://www.imdb.com//title/tt0066817/?ref_=fn_al_tt_1,Adventure|Children's|Musical
143,"Sound of Music, The (1965)",1-Jan-65,https://www.imdb.com//title/tt0059742/?ref_=fn_al_tt_1,Musical
144,Die Hard (1988),1-Jan-88,https://www.imdb.com//title/tt0095016/?ref_=fn_al_tt_1,Action|Thriller
145,"Lawnmower Man, The (1992)",1-Jan-92,https://www.imdb.com//title/tt0104692/?ref_=fn_al_tt_1,Action|Sci-Fi|Thriller
146,Unhook the Stars (1996),30-Oct-96,https://www.imdb.com//title/tt0118044/?ref_=fn_al_tt_1,Drama
147,"Long Kiss Goodnight, The (1996)",5-Oct-96,https://www.imdb.com//title/tt0116908/?ref_=fn_al_tt_1,Action|Thriller
148,"Ghost and the Darkness, The (1996)",11-Oct-96,https://www.imdb.com//title/tt0116409/?ref_=fn_al_tt_1,Action|Adventure
149,Jude (1996),1-Nov-96,https://www.imdb.com//title/tt0116722/?ref_=fn_al_tt_1,Drama
150,Swingers (1996),18-Oct-96,https://www.imdb.com//title/tt0117802/?ref_=fn_al_tt_1,Comedy|Drama
151,Willy Wonka and the Chocolate Factory (1971),1-Jan-71,https://www.imdb.com//title/tt0067992/?ref_=fn_al_tt_1,Adventure|Children's|Comedy
152,Sleeper (1973),1-Jan-73,https://www.imdb.com//title/tt0070707/?ref_=fn_al_tt_1,Comedy|Sci-Fi
153,"Fish Called Wanda, A (1988)",1-Jan-88,https://www.imdb.com//title/tt0095159/?ref_=fn_al_tt_1,Comedy
154,Monty Python's Life of Brian (1979),1-Jan-79,https://www.imdb.com//title/tt12373958/?ref_=fn_al_tt_1,Comedy
155,Dirty Dancing (1987),1-Jan-87,https://www.imdb.com//title/tt0092890/?ref_=fn_al_tt_1,Musical|Romance
156,Reservoir Dogs (1992),1-Jan-92,https://www.imdb.com//title/tt0105236/?ref_=fn_al_tt_1,Crime|Thriller
157,Platoon (1986),1-Jan-86,https://www.imdb.com//title/tt0091763/?ref_=fn_al_tt_1,Drama|War
158,Weekend at Bernie's (1989),1-Jan-89,https://www.imdb.com//title/tt0098627/?ref_=fn_al_tt_1,Comedy
159,Basic Instinct (1992),1-Jan-92,https://www.imdb.com//title/tt0103772/?ref_=fn_al_tt_1,Mystery|Thriller
160,Glengarry Glen Ross (1992),1-Jan-92,https://www.imdb.com//title/tt0104348/?ref_=fn_al_tt_1,Drama
161,Top Gun (1986),1-Jan-86,https://www.imdb.com//title/tt0092099/?ref_=fn_al_tt_1,Action|Romance
162,On Golden Pond (1981),1-Jan-81,https://www.imdb.com//title/tt0082846/?ref_=fn_al_tt_1,Drama
163,"Return of the Pink Panther, The (1974)",1-Jan-74,https://www.imdb.com//title/tt0072081/?ref_=fn_al_tt_1,Comedy
164,"Abyss, The (1989)",1-Jan-89,https://www.imdb.com//title/tt0096754/?ref_=fn_al_tt_1,Action|Adventure|Sci-Fi|Thriller
165,Jean de Florette (1986),1-Jan-86,https://www.imdb.com//title/tt0091288/?ref_=fn_al_tt_1,Drama
166,Manon of the Spring (Manon des sources) (1986),1-Jan-86,https://www.imdb.com//title/tt0091480/?ref_=fn_al_tt_1,Drama
167,Private Benjamin (1980),1-Jan-80,https://www.imdb.com//title/tt0081375/?ref_=fn_al_tt_1,Comedy
168,Monty Python and the Holy Grail (1974),1-Jan-74,https://www.imdb.com//title/tt0372432/?ref_=fn_al_tt_1,Comedy
169,"Wrong Trousers, The (1993)",1-Jan-93,https://www.imdb.com//title/tt0108598/?ref_=fn_al_tt_1,Animation|Comedy
170,Cinema Paradiso (1988),1-Jan-88,https://www.imdb.com//title/tt0095765/?ref_=fn_al_tt_1,Comedy|Drama|Romance
171,Delicatessen (1991),1-Jan-91,https://www.imdb.com//title/tt0101700/?ref_=fn_al_tt_1,Comedy|Sci-Fi
172,"Empire Strikes Back, The (1980)",1-Jan-80,https://www.imdb.com//title/tt0080684/?ref_=fn_al_tt_1,Action|Adventure|Drama|Romance|Sci-Fi|War
173,"Princess Bride, The (1987)",1-Jan-87,https://www.imdb.com//title/tt0093779/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Romance
174,Raiders of the Lost Ark (1981),1-Jan-81,https://www.imdb.com//title/tt0082971/?ref_=fn_al_tt_1,Action|Adventure
175,Brazil (1985),1-Jan-85,https://www.imdb.com//title/tt0088846/?ref_=fn_al_tt_1,Sci-Fi
176,Aliens (1986),1-Jan-86,https://www.imdb.com//title/tt0090605/?ref_=fn_al_tt_1,Action|Sci-Fi|Thriller|War
177,"Good, The Bad and The Ugly, The (1966)",1-Jan-66,https://www.imdb.com//title/tt0060196/?ref_=fn_al_tt_1,Action
178,12 Angry Men (1957),1-Jan-57,https://www.imdb.com//title/tt0050083/?ref_=fn_al_tt_1,Drama
179,"Clockwork Orange, A (1971)",1-Jan-71,https://www.imdb.com//title/tt0066921/?ref_=fn_al_tt_1,Sci-Fi
180,Apocalypse Now (1979),1-Jan-79,https://www.imdb.com//title/tt0078788/?ref_=fn_al_tt_1,Drama|War
181,Return of the Jedi (1983),14-Mar-97,https://www.imdb.com//title/tt0086190/?ref_=fn_al_tt_1,Action|Adventure|Romance|Sci-Fi|War
182,GoodFellas (1990),1-Jan-90,https://www.imdb.com//title/tt0099685/?ref_=fn_al_tt_1,Crime|Drama
183,Alien (1979),1-Jan-79,https://www.imdb.com//title/tt0078748/?ref_=fn_al_tt_1,Action|Horror|Sci-Fi|Thriller
184,Army of Darkness (1993),1-Jan-93,https://www.imdb.com//title/tt0106308/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Horror|Sci-Fi
185,Psycho (1960),1-Jan-60,https://www.imdb.com//title/tt0054215/?ref_=fn_al_tt_1,Horror|Romance|Thriller
186,"Blues Brothers, The (1980)",1-Jan-80,https://www.imdb.com//title/tt0080455/?ref_=fn_al_tt_1,Action|Comedy|Musical
187,"Godfather: Part II, The (1974)",1-Jan-74,https://www.imdb.com//title/tt0071562/?ref_=fn_al_tt_1,Action|Crime|Drama
188,Full Metal Jacket (1987),1-Jan-87,https://www.imdb.com//title/tt0093058/?ref_=fn_al_tt_1,Action|Drama|War
189,"Grand Day Out, A (1992)",1-Jan-92,https://www.imdb.com//title/tt0104361/?ref_=fn_al_tt_1,Animation|Comedy
190,Henry V (1989),1-Jan-89,https://www.imdb.com//title/tt0097499/?ref_=fn_al_tt_1,Drama|War
191,Amadeus (1984),1-Jan-84,https://www.imdb.com//title/tt0086879/?ref_=fn_al_tt_1,Drama|Mystery
192,Raging Bull (1980),1-Jan-80,https://www.imdb.com//title/tt0081398/?ref_=fn_al_tt_1,Drama
193,"Right Stuff, The (1983)",1-Jan-83,https://www.imdb.com//title/tt21366850/?ref_=fn_al_tt_1,Drama
194,"Sting, The (1973)",1-Jan-73,https://www.imdb.com//title/tt0070735/?ref_=fn_al_tt_1,Comedy|Crime
195,"Terminator, The (1984)",1-Jan-84,https://www.imdb.com//title/tt0088247/?ref_=fn_al_tt_1,Action|Sci-Fi|Thriller
196,Dead Poets Society (1989),1-Jan-89,https://www.imdb.com//title/tt0097165/?ref_=fn_al_tt_1,Drama
197,"Graduate, The (1967)",1-Jan-67,https://www.imdb.com//title/tt0061722/?ref_=fn_al_tt_1,Drama|Romance
198,Nikita (La Femme Nikita) (1990),1-Jan-90,https://www.imdb.com//title/tt0118379/?ref_=fn_al_tt_1,Thriller
199,"Bridge on the River Kwai, The (1957)",1-Jan-57,https://www.imdb.com//title/tt0050212/?ref_=fn_al_tt_1,Drama|War
200,"Shining, The (1980)",1-Jan-80,https://www.imdb.com//title/tt0081505/?ref_=fn_al_tt_1,Horror
201,Evil Dead II (1987),1-Jan-87,https://www.imdb.com//title/tt0092991/?ref_=fn_al_tt_1,Action|Adventure|Comedy|Horror
202,Groundhog Day (1993),1-Jan-93,https://www.imdb.com//title/tt0107048/?ref_=fn_al_tt_1,Comedy|Romance
203,Unforgiven (1992),1-Jan-92,https://www.imdb.com//title/tt0105695/?ref_=fn_al_tt_1,
204,Back to the Future (1985),1-Jan-85,https://www.imdb.com//title/tt0088763/?ref_=fn_al_tt_1,Comedy|Sci-Fi
205,Patton (1970),1-Jan-70,https://www.imdb.com//title/tt0066206/?ref_=fn_al_tt_1,Drama|War
206,Akira (1988),1-Jan-88,https://www.imdb.com//title/tt0094625/?ref_=fn_al_tt_1,Adventure|Animation|Sci-Fi|Thriller
207,Cyrano de Bergerac (1990),1-Jan-90,https://www.imdb.com//title/tt0099334/?ref_=fn_al_tt_1,Action|Drama|Romance
208,Young Frankenstein (1974),1-Jan-74,https://www.imdb.com//title/tt0072431/?ref_=fn_al_tt_1,Comedy|Horror
209,This Is Spinal Tap (1984),1-Jan-84,https://www.imdb.com//title/tt0088258/?ref_=fn_al_tt_1,Comedy|Drama|Musical
210,Indiana Jones and the Last Crusade (1989),1-Jan-89,https://www.imdb.com//title/tt0097576/?ref_=fn_al_tt_1,Action|Adventure
211,M*A*S*H (1970),1-Jan-70,https://www.imdb.com//title/tt0066026/?ref_=fn_al_tt_1,Comedy|War
212,"Unbearable Lightness of Being, The (1988)",1-Jan-88,https://www.imdb.com//title/tt0096332/?ref_=fn_al_tt_1,Drama
213,"Room with a View, A (1986)",1-Jan-86,https://www.imdb.com//title/tt0091867/?ref_=fn_al_tt_1,Drama|Romance
214,Pink Floyd - The Wall (1982),1-Jan-82,https://www.imdb.com//title/tt0084503/?ref_=fn_al_tt_1,Drama|Musical|War
